# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="feel" & tag!="N*"][lemma="like"]
# CORPUS:        encow16a-nano
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://books.simonandschuster.co.uk/Style-Checklist/Lloyd-Boston/9781439163948/excerpt_with_id/7922	A single-button closure will look the smartest , taking you from casual and business straight into any last-minute evening event where	a dress feels like	too much .
http://www.cracked.com/article_18777_5-scientific-reasons-powerful-people-will-always-suck.html	Think about what that says about society : The people who are already powerless , as	a result feel like	they 're less worthy to be in power and thus stay powerless .
http://dilbert.com/blog/entry/?EntryID=1093%26print=1	Helping someone who is struggling to create	a business feels like	a meaningful use of your mind and your resources .
http://www.poliosurvivorsnetwork.org.uk/archive/lincolnshire/linkpin/linkpin9810.html	" Using crutches or	a wheelchair feels like	painting a bullseye on your chest above the words , ' Abuse me , I 'm disabled !
http://catb.org/~esr/writings/no-sushi	The view from the rickshaw was only a few feet further off the ground than you 'd get walking , but psychologically very different ; the vehicle seemed designed to make	a rider feel like	master of all he surveys .
http://blog.tabini.ca	None of these changes-which can be largely automated-would compromise Apple 's secrets , increase engineering workload , or cause the company to make any additional commitment to developers , but they would go a long way towards making anyone who reports	a bug feel like	they 're actually being listened to .
http://www.adventuregamestudio.co.uk/forums/index.php?action=profile;u=2501;area=showposts;start=20	If	a project feels like	it 's turning on you , give it some space .
http://kavkazcenter.com/eng/content/2013/09/11/18300_print.html	It 's hard to put your finger on it , but that 's what	a chill feels like	.
http://gameological.com/2012/10/the-seeds-metroid	Shooting or bombing	a wall felt like	you were blasting a chunk out of a living creature ( even when they were supposed to be rocks . ) When I froze enemies , it really sounded and felt like I was freezing something that had been alive ( and would be again , if I did n't blast it some more .
http://greenspun.com/bboard/q-and-a-fetch-msg.tcl?msg_id=002KAV	If	a sysops feels like	fixing a close tag in there , thanks .
http://forum.ctc.org.uk/viewtopic.php?p=589908%26sid=7852c0364da19f9257c1e1f8337346bc	Leaving	a town felt like	riding into a black wall .
http://prmc.royalnavy.mod.uk/archive/index.php/t-7438.html	untill saturday anyway , its absolutely f * * * ing sh * * e the manager is a dosy manc , the hours are long , the job is pointless and its dead in there so	an hour feels like	a day .. other than that i labour with my uncle when i can , but yea having a civvy job is a nightmare with training because your doing something that not only do you not want to do , but hate to do , and on top of all of this it affects training and things .. aaagh i go round the world in a month n then ave me prmc to look forward to when im back , happy days for now .. keep the goal in mind and it pushes you through this crap in the mean time ..
http://palimpsest.org.uk/forum/archive/index.php/t-169.html	The problem is that reading such	a book feels like	defacing a relic .
http://rpgland.com/games/reviews/ni-no-kuni-wrath-of-the-white-witch	The NPCs do n't make much impact as individuals , but the population as	a whole feels like	its full of real people with real problems .
http://www.bexley-is-bonkers.co.uk/politics/health/queen_elizabeth_hospital_woolwich_updated.shtml	En-route and stuck in the traffic one of the ambulance crew remarked " Now you know what	a woman feels like	when having a baby " .
http://www.thisissussex.co.uk/Reflex-anoxic-seizures-mean-slightest-surprise/story-16096657-detail/story.html	Having	a diagnosis felt like	a weight had been lifted .
http://talkingstove.co.uk/page/7	In my Diet Coke-marinated brain reading	a book feels like	the sort of events that 's sufficiently undeserving of note to be doable in under a couple of hours , like baking a cake or sweeping .
http://tunesidig.tumblr.com	So , even though signing	a petition feels like	a drop in the bucket , every action counts a bit !
http://www.bbc.co.uk/blogs/simonmayo/2012/02	Someone once said that February was designed for those who do n't drink to know what	a hangover feels like	.
http://pregnancy.about.com/cs/findadoctormid/a/genderdoctor.htm	Does knowing what	a contraction feels like	make your doctor a better doctor ?
http://www.sheffieldforum.co.uk/archive/index.php/t-18706.html	That was one of the nice things about the Wap , although it catered to the long haired hairies which included some of the girls it also had an open door policy if	a smoothie felt like	slumming it .
http://brightonreiki.co.uk/category/blog/page/2	If you have any questions or want to meet me for a chat and see what	a blessing feels like	, please let me know .
http://blogs.which.co.uk/technology/smartphones/is-microsoft-the-winner-from-jobs-rant	Focusing its marketing towards fitting around a user 's life , rather than dominating it , is a refreshing tact and one that one that will make	a consumer feel like	they are the important one .
http://www.famousbloggers.net/essential-seo-tips.html	When you think of it , if	a link feels like	out of context , and you ca n't come up with proper place ( and anchor text ) for it , maybe that link should n't be there at all , but something else instead .
http://pitchfork.com/features/staff-lists/9017-the-top-50-albums-of-2012	" The connection is so vivid because El has spent the album , and his career , painting himself as a kindred spirit : Cancer for Cure is what	a scream feels like	when it never leaves your brain .
http://www.hunterdonhealthcare.org/node/1124	What does	a pacemaker feel like	?
http://www.overthinkingit.com/2012/11/13/the-law-and-order-database-all-20-seasons	What I 'd say the numbers show ( or at least hint at ) is that when the ratings are dropping ,	a showrunner feels like	he has to do something .
http://stearns.wordpress.com/2011/12/09/journalism-as-a-service-not-a-product	As early as 2006 Jeff Jarvis was describing networked journalism as a process , but building on the open source software ethos that undergirds Sills paper , her focus on journalism as	a service felt like	a helpful extension of this idea .
http://www.compassonline.org.uk/news/item.asp?n=15992	In a consciousness raising workshop on the first day of the Summer School , participants were invited to reflect on what being	a feminist feels like	.
http://cclblog.wordpress.com/2008/05/18/junot-diaz-on-librarians	That 's what	a library felt like	.
http://www.sciencemuseum.org.uk/visitmuseum/agegroups/12_to_16/special_exhibitions.aspx	How long does	a minute feel like	?
http://bestwritingservice.com/essays/Health/how-occupational-stress-affects-mental-health.html	Nausea - is a sensational feeling that makes	a person feel like	throwing up .
http://healing.about.com/b/2013/03/08/passion-vs-obsession.htm	Every direction you took for	a time felt like	a misstep .
http://www.guardian.co.uk/lifeandstyle/2008/feb/02/familyandrelationships.family1	Kate Hilpern : Being asked to be	a godmother feels like	an important role that 's difficult to refuse .
http://www.culturecompass.co.uk/2012/02/28/interview-with-the-brute-chorus	It 's never nice to leave	a gig feeling like	it could 've gone better or we could 've played better but it does make us more determined to get it right the next time .
http://www.witchvox.com/va/dt_va.html?a=ustx%26c=trads%26id=6325	If	a person feels like	they are being " called " or approached by the spirits of Haiti , the first thing a person should begin to do is to serve their ancestors , perhaps beginning with an ancestor novena ( see the links below ) .
http://impossiblehq.com/two-ways-achieve-goals	It might be chaotic , but sometimes that 's what	a jumpstart feels like	.
http://johngreenbooks.com/questions-about-the-fault-in-our-stars-spoilers/comment-page-12/?replytocom=1113275	I write fiction , and it 's not my ambition that	a reader feel like	my story is a work of journalism .
http://tvcomedies.about.com/od/showsaz/fr/The-Michael-J-Fox-Show-Review.htm	A subplot in the second episode about Eve getting nervous over having a friend she thinks is	a lesbian feels like	it was imported from 1994 .
http://blueollie.wordpress.com/2007/02	The film unfolds like Apocalypse Now in reverse - rather than a journey into the heart of darkness , it 's a story that begins in hell and shows us the kind of doomed characters for whom playing a game of Russian roulette with	a gas-pedal feels like	a dose of existential freedom .
http://blog.apartmentfinder.com/industry	There are many ways to make	an apartment feel like	it has a spring vibe to it .
http://web.media.mit.edu/~minsky/eb3.html	[ ii ] In § 6 -3 we 'll say more about what sometimes makes	a goal feel like	a force .
http://www.dailymail.co.uk/sciencetech/article-1313275/Wondered-couldn-t-Apple-iPhone-4-Here-s-answer.html	Even Macs have this stupid mouse pointer acceleration , which makes using	a mouse feel like	you 're dragging it through treacle - and there 's no option to disable it !
http://cvnc.org/reviews/2008/102008/Mutter.html	The subtitle of this work is for good reason , as it is just filled with trills ( rapid , left-hand embellishments of a note ) , something which even for short stretches can make	a player feel like	his muscles are being torn out of his arm .
# = STATS =============================================================
# HITS:          74
# DUPLICATES:    2
# QUERY TIME:    2020-02-18 08:56:48
# ELAPSED:       5.37771701813 s
# =====================================================================
