# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="be"][word="part"][word="of"]
# CORPUS:        encow16a-nano
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://www.bbc.co.uk/liverpool/content/articles/2006/09/20/gormley_statue_vote_feature.shtml	Anyone who thought the beach was good for nothing else and ask " why else would anyone come to crosby " is clearly very blinkered in their view of the area and doesnt understand that	a beach is part of	a community - not just an empty space that needs filling .
http://cogweb.ucla.edu/Abstracts/Carroll_D99.html	He insists on the bodily basis of meaning and stipulates , "	A brain is part of	a body and in operation is inseparable from it .
http://chefmom.sheknows.com/articles/963045/lunches-your-kids-can-make-on-their-own	When	a child is part of	the process , they 'll take pride in their work and make an effort to eat their masterpiece when it 's done .
http://www.debtquestions.co.uk/debt_forum/viewtopic.php?p=159821%26sid=d3888a5ce3eb21a228f3df150bf8951f	The right to buy and sell	a debt is part of	the original credit agreement or contract you make with the lender when you open an account .
http://www.sawka.com/spiritwatch/senoi.htm	Moreover , that	an idea is part of	a spiritual movement that makes some people feel good , at least for a time , is no systematic evidence for that usefulness .
http://www.felbridge.org.uk/index.php?p=2_13	This strip of land had been laid out as	a road being part of	the Newchapel Cycle Club-House and cottage that abutted Lowlands Farmhouse to the west .
http://www.suttonkersh.co.uk/sutton-kersh-residential-sales/residential-sales-selling/residential-sales-guide-to-selling	Often , when	a buyer is part of	a chain , the sale can progress more slowly whilst they wait to complete on the sale of their own property .
http://www.themodernword.com/md/mulholland_drive4.html	My first idea was that Camilla 's body was dumped behind Winkie 's , and Diane 's attempt to reconfigure the corpse as	a monster was part of	her rationalization process ( i.e. , " that is not Camilla 's corpse they found in the dumpster , but a homeless person " ) .
http://www.thefword.org.uk/blog/2007/04/female_bosses_m	" The fact that I 'm a woman and	a mom is part of	what I am , " announced Clinton .
http://herbsutter.com/category/opinion-editorial/page/2	Conversely , not everything that runs in	a browser is part of	the web , even though most of them are for the obvious historical reasons .
http://oedb.org/accreditation	Periodic Review : Once accreditation status is awarded , and a	an institution is part of	the accredited online colleges , additional reviews are conducted to further verify that the standards are being met , as well as to identify additional areas for improvement .
http://goringeaccountants.co.uk/news/newsletters/2010/newsletter-mar10-budget.html	Where	a company is part of	a group or has associated companies the profit thresholds that determine where each tax rate applies are divided by the number of associated or group companies .
http://bnreview.barnesandnoble.com/t5/Library-Without-Walls/A-Reader-on-Reading/ba-p/2557	Reading is intensely personal , deeply Proustian , such that merely picking up a favorite book will summon forth remembrance of its distinctive bliss : " Context , material support , the physical history and experience of	a text are part of	the text , as much as its vocabulary and its music .
http://www.homepages.ucl.ac.uk/~uctytho/AyerbyQuinton.html	Drawing on Ryle 's article ' Unverifiability-by-Me ' , Ayer argues that since it is only a contingent fact that	an experience is part of	the collection making up a particular person , it is not logically impossible that I should have had an experience which is in fact that of someone else .
http://archive.niace.org.uk/Organisation/advocacy/HomeOffice/VCS_Infrastructure.htm	There is , for example , a great deal of sense in	an organisation being part of	both sector-specific and geographically-focused umbrella bodies , which may offer some functions in common , and being able to choose which one best meets its needs as they arise .
http://www.lib.cam.ac.uk/libraries/login/cat_faqs.html	Q : Where	a book is part of	a series , and the name of that series appears in English and another language on the item , how should the series title be entered into the record ?
http://neoneocon.com/2007/12/28/the-techniques-of-terrorism-no-holds-barred	You do n't understand the nature of propaganda , so how do you think you can tell whether	a report is part of	a propaganda operation or not ?
http://www.williscooper.co.uk/website-marketing-conversion-funnels		A website is part of	the sales process - it is an online brochure , but also a means of getting prospects to make that first step into contacting you with an enquiry .
http://come-and-hear.com/shabbath/shabbath_3.html		A karmelith is part of	a public domain which is but little frequented , therefore regarded as neither public nor private ground ; by Rabbinical law one may not carry from a karmelith to a public or a private domain , or vice versa .
http://corp.sonic.net/ceo/2011/08/01/help-us-protect-your-privacy-online	Although	an address is part of	my Verizon FIOS , I do not use it .
http://savageminds.org/2012/08/31/dear-aaa-sink-or-swim	One thing that I am curious about is the belief that being a part-timer or	an adjunct is part of	paying one 's dues .
http://clicks.robertgenn.com/anticipation.php	The flood of dopamine in our brain -- whether we are creating art or having	an orgasm is part of	our natural state , and we are destroying that on a global scale with antidepressants .
http://thomashawk.com/2005/07/what-hollywood-and-movie-theater.html	It used to be that seeing a film with	an audience was part of	the fun ... now it 's just an annoyance .
http://www.gnu.org/software/qexo/servlet.html	In Tomcat ( and the Servlet specification )	a servlet is part of	a " web application " .
http://www.howto.co.uk/learning/computing-book/spreadsheets_and_charts	To convert a fraction such as 3 / 5 into a percentage , remember that	a fraction is part of	a whole and 100 / 100 ( 100 % ) is also a whole .
http://www.adastron.com/lockheed/electra/ansettcrew.htm	Shane did several charters to NZ and Fiji and on these occasions	a navigator was part of	the crew .
http://archive.niassembly.gov.uk/record/committees2010/FinancePersonnel/101103TimeforAction.htm	Will getting people around	a table be part of	the action ?
http://inform7.com/learn/man/ex76.html		A handle is part of	every door .
http://inform7.com/learn/man/ex76.html	A sentence like "	A handle is part of	every handle " would , if taken literally , mean that a handle takes forever to make and is never finished .
http://inform7.com/learn/man/ex76.html		A nose is part of	every person .
http://inform7.com/learn/man/ex76.html		A lid is part of	every chest .
http://www.chester.ac.uk/business/ktp/faqs	N.B Where	a company is part of	a group , the company size is determined by the number of employees in the group as a whole .
http://spas.about.com/od/massa2/a/signaturespatreatments.htm	If	a mini-facial is part of	the signature spa treatment , I just ask for extra massage time .
http://www.studio360.org/story/american-icons-the-disney-parks	Thank you for reminding me of how lucky I was to meet him and for	a time be part of	that happy world .
http://www.guardian.co.uk/culture/2011/sep/29/mark-wallinger-life-in-art	I wanted to show in the book that sometimes not finishing	a work is part of	the process .
http://www.walkermorris.co.uk/news/intellectual-property-means-business	The fact is , even the very name of	a business is part of	its intellectual property and requires protection .
http://nielsenhayden.com/makinglight/archives/009176.html	Attribution can also require	a URL be part of	the attribution if the URL points to the license info for the work , which you do by marking the post with the CC license .
http://cmusphinx.sourceforge.net/doc/sphinx4/edu/cmu/sphinx/result/Node.html		A node is part of	Lattices , representing the theory that a word was spoken over a given period of time .
http://bondandbeyond.forumotion.com/t1168p15-last-documentary-you-watched	Whether by accident or design , for great stretches of its mammoth running time LAKE OF FIRE appears to paint the abortion debate purely in terms of religious conflict , and the viewer might be forgiven for assuming that attitudes toward abortion pretty much hinge on whether	a person is part of	the so-called Christian right .
http://blogs.lse.ac.uk/europpblog/2013/10/24/the-balance-of-power-in-the-current-european-parliament-is-crucial-for-understanding-the-issues-at-stake-in-the-2014-european-elections	The blue bars show a group 's actual power : the percentage of winning votes in the Parliament which	a group is part of	.
http://academy.tolleytraining.co.uk/mod/forum/discuss.php?d=3443	You are right	a PE is part of	a UK company .
http://www.ukypforums.org.uk/archive/index.php/t-3810.html	But anyways , lets say that it was still used today , it has its own faults ... one problem ( to exemplify ) was the way they ranked the profession ( " by importance " )	a clergyman was part of	the highest rank , I doubt the same could be said about them now .
http://baen.com/interviews/intzahn.asp	For Tim , the perks of being	a writer are part of	the attraction of his profession .
http://www.learnpipe.co.uk/courses/building/6.html	Every person in	an organization is part of	a system .
http://www.jamesbrennan.org/algebra/numbers/real_number_system.htm	Note that the negative sign in front of	a number is part of	the symbol for that number : The symbol " -3 " is one object-it stands for " negative three , " the name of the number that is three units less than zero .
http://www.electricalknowledge.com/forum/archives/3023.asp	I do n't anymore , I guess I feel	an estimate is part of	overhead , and is part of the estimators duty , along with gasoline , and other expenses that comprise overhead .
http://crystalinks.com/MalaysiaFlight370.html	In physical reality the answer should be physical , but even moving through	a wormhole is part of	the physical experience .
http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm090317/debtext/90317-0002.htm	Straw : Special measures involving a jury and the removal of	a jury are part of	a continuum .
http://jessey.net/simon/xhtml_tutorial/five.php		A form is part of	a web page that you create using XHTML elements .
http://movies.about.com/od/miracleatstanna/a/miracle091308.htm	" Oh , shooting on location as	an actor is part of	the beauty of acting .
http://labelme.csail.mit.edu/Release3.0/browserTools/php/labelme3d_toolbox.php	For instance ,	a chimney is part of	a house .
http://www.parliament.the-stationery-office.co.uk/pa/ld200001/ldjudgmt/jd010404/scande-2.htm	I recognise that the name of	an individual is part of	his overall personality .
http://www.law.cornell.edu/supremecourt//text/291/97	Some courts have put their decision on the ground that	a view is part of	the trial .
http://awaytogarden.com/giveaway-talking-calendula-salads-and-beneficial-insects-with-frank-morton-of-wild-garden-seed	" That the whole life cycle of	a plant is part of	the story .
http://banking.about.com/od/loans/a/What-Is-A-Prepayment-Penalty.htm	If you pay the loan off early , you may have to pay a penalty if	a penalty was part of	your loan agreement .
http://www.thsc.org/about-thsc/board-structure/ray-ballman		A conviction is part of	the fabric of your belief system .
http://www.s-cool.co.uk/category/subjects/a-level/biology/cells-and-organelles		An organ is part of	the body which , forms a structurally and functionally separate unit and is made up of more than one type of tissue .
http://www.s-cool.co.uk/category/subjects/a-level/biology/cells-and-organelles	Organs :	An organ is part of	the body which , forms a structurally and functionally separate unit and is made up of more than one type of tissue .
http://www.guardian.co.uk/media/2012/feb/02/dominic-mohan-mps-leveson-inquiry	@ JoshHalliday Why should	a website be part of	the new PCC ?
# = STATS =============================================================
# HITS:          122
# DUPLICATES:    1
# QUERY TIME:    2020-02-18 09:01:34
# ELAPSED:       5.91267800331 s
# =====================================================================
