# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="can"][lemma="be"][word="found"]
# CORPUS:        encow16a-nano
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://www.veterinarypartner.com/Content.plx?P=A%26A=1605%26S=4%26SourceID=42	If	a cause cannot be found	or if treatment for that cause is not practical or possible , the good news is that multiple high doses of insulin can generally overcome the resistance .
http://www.sandfordonthames.co.uk/appraisal/draftap.htm	Proposed action : provided that	a co-ordinator can be found	, the appraisal team recommend that a ' neighbourhood help ' scheme be established alongside the neighbourhood watches .
http://appvoices.org/2013/06/19/four-ways-to-preserve-the-farm	Leasing to younger farmers and other tenure options : Many times , if a farm becomes too large to manage or if extra income is needed ,	a farmer can be found	to rent a section of the land .
http://www.portsmouth-mad.co.uk/news/tmnw/the_beginning_of_the_end_731851/index.shtml	Trevor Birch has today issued a grim statement that can be found on Portsmouth 's official website and has told media that the club will go bust in weeks unless	a buyer can be found	.
http://www.eyeforfilm.co.uk/review/the-invasion-film-review-by-angus-wolfe-murray	Run , stay awake , run harder , stay awa ... zz ... longer until	an antidote can be found	.
http://runliverpool.org.uk/content/comp-tandcs	We reserve the right to change the prize due to circumstances beyond our control or to offer an alternative of similar value , or where	an alternative cannot be found	a cash alternative .
http://www.wirksworth.org.uk/frontpag.htm	In many cases ,	a connection can be found	with the Parish Registers .
http://www.theunmutual.co.uk/reviewsfallout.htm	Because the book is of this nature , there are many examples of symbolism which probably do not exist , but that 's the point of the book in some ways , showing that	a meaning can be found	in anything , and interpreted in several different ways .
http://forum.keypublishing.co.uk/archive/index.php?t-69944.html	I really hope	a team can be found	for Long Marston and that the owners are happy to let them loose .
http://www.recipe-ideas.co.uk/recipes-1/Apple%20%26%20Almond%20Macaroon%20Pudding.htm	Recipes as	an idea can be found	back into the distant past , in fact as far back into recorded history as the early Egyptians , and quite possibly further than that .
http://www.londontheatre.co.uk/londontheatre/reviews/tamingoftheshrewglobe2012.htm	So , he makes it known that he will only allow Bianca to be married if	a husband can be found	for Katherina .
http://www.hw.ac.uk/edu/vle/faq.htm	Information on how to submit	an assignment can be found	on the VLE Support Site in the Submitting and Electronic Assignment guide .
http://www.arthurlloyd.co.uk/Dublin/TheRoundRoomAtTheRotundoDublin.htm	If one is melancholy and suffering in the least degree from ennui ,	a remedy can be found	by spending an hour or two with Mr .
http://drawsketch.about.com/od/drawingglossary/g/What-Is-A-Mandala.htm	The circle appeared as a symbol in the dreams of his patients ; Jung wrote that ' The true mandala is always an inner image , which is gradually built up through ( active ) imagination , at such times when psychic equilibrium is disturbed or when	a thought cannot be found	and must be sought for , because it is not contained in holy doctrine .
http://www.1stvitality.co.uk/terms_conditions/terms_conditions.htm	In the unlikely event that	a parcel cannot be found	or tracked within 30 days of dispatch it will be considered to be lost and we will send a replacement or offer a credit .
http://www.recipe-ideas.co.uk/recipes-1/haagen-dazs-dessert.htm	Written recipes as	a concept can be found	far back into the far past , at least as far back into history as the early Egyptians , and possibly even further than that .
http://www.h2k2.net/panels.html	More info on lockpicking as	a sport can be found	on uriblank or uriblank .
http://www.timesharetalk.co.uk/index.php?PHPSESSID=tqb3k4tf57n42ed4oej5vm6vg7%26action=profile;area=showposts;sa=messages;u=309	Unless	a way can be found	to attract more new buyers into the second hand timeshare market , I cannot see how timeshare can survive in its present form .
http://www-ksl.stanford.edu/people/scaruffi/mind/part3.html	If a region of the brain does not perform its function properly and	a region can be found	in another brain that would perform that function properly , can we transplant it and still have the same person ?
http://intarch.ac.uk/journal/issue15/3/pg17.html	Unless	a solution can be found	that can lead to more uniform coverage across the country , then it seems inevitable that SMRs and HERs will continue to progress at an uneven pace and in an ad hoc fashion .
http://web2.acbl.org/laws/laws97nj/node7.html	Card Cannot Be Found If	a card cannot be found	, the Director reconstructs the deal , as near to its original form as he can determine , by substituting another pack .
http://web2.acbl.org/laws/laws97nj/node7.html	Card Cannot Be Found If	a card cannot be found	, the deal is reconstructed as nearly as can be determined in its original form by substituting another pack , and penalties may apply ( see 3 . , following ) 3 .
http://www.catonmat.net/blog/set-operations-in-unix-shell	The minimum element of	a set can be found	by first sorting it in ascending order and then taking the first element .
http://www.catonmat.net/blog/set-operations-in-unix-shell	The maximum element of	a set can be found	by first sorting it in ascending order and then taking the last element .
http://mysterial.org.uk/cgi-bin/index.cgi?action=forum%26board=noticeboard%26op=display%26num=9734	Special significance attached to numbers or their position in	a sequence can be found	in most belief systems .
http://www.thisisbristol.co.uk/Dangerous-roads-force-pavements/story-16841192-detail/story.html	We need to invest in a proper cycle route along this stretch so that	a solution can be found	which pleases everyone .
http://www.homesewing.co.uk/sewing-machines/pfaff/pfaff-ambition-essential.htm	When compared to top competitor machines in this price range	a comparison cannot be found	, this Pfaff Ambition Essential is way ahead .
http://www.initaly.com/travel/lomax.htm		A treasure can be found	by looking on the side of the road .
http://glory2godforallthings.com/2013/11/12/n-t-wright-on-hell	I comment on this in my book -	an example can be found	at Holy Trinity Orthodox Church in Parma , Ohio .
http://www.deafdogs.org/rescue	More information on choosing	a rescue can be found	at What To Look For In A Responsible , Reputable Rescue .
http://www.theoildrum.com/tag/overview	(	A PDF can be found	here ) .
http://www.lboro.ac.uk/admin/committees/ethical/gn/dcas.htm	Further guidance on information to be provided to participants before the commencement of	an investigation can be found	here .
http://warhammer.org.uk/phpBB/viewtopic.php?f=12%26t=106871%26view=previous%26sid=46ce8bedf89de52f61bb80185559b4d2	There were some magnificent models and armies on display and	a selection can be found	on the Games Workshop Warhammer World Facebook photo album here uriblank Prizes were also awarded for the most heroic acts undertaken by heroes and units .
http://www.hostelo.co.uk/germany/berlin/hotel.php?hotelnr=69170	Shops , services , restaurants and	a supermarket can be found	on the ground floor of the Checkpoint Plaza - the apartment and office building in which the apartments are housed .
http://apatheticagnostic.com/articles/meds2/med26/med518.html	A somewhat different perspective on what marks	a fanatic can be found	in this essay .
http://rosettasister.wordpress.com/2011/12/14/dr-hildegarde-staninger-and-guest-tom-horn-discuss-the-dangers-of-artificial-humanity-and-the-ongoing-myth-of-the-nephilim-wednesday-december-14-2011-4pm-et-3pm-ct-2pm-mt-1pm-pt	I 've stopped uploading most new images , but	a lot can be found	here .
http://www.mustrad.org.uk/articles/dung16.htm	The version given here was printed on a broadside by Webb and Millington of Leeds who were printing c .1840 -50 and	a copy can be found	on the Bodleian Library Website , Firth Collection b 26 ( 534 ) .
http://news.bbc.co.uk/2/hi/business/3146835.stm	" I 'm not sure that	an alternative can be found	, " Yehuda Rotem , a spokesman for the Egg and Poultry Board , told BBC News Online .
http://www.dailyecho.co.uk/heritage/qe2/4119668.Fears_that_QE2_could_be_cut_up_for_scrap	All info about the work and	a video can be found	here uriblank .
http://www.thisislincolnshire.co.uk/100-workers-redundant-firm-nears-liquidation/story-11213260-detail/story.html	" The longer you leave it , the less likely	a rescue can be found	.
http://www.hatfield-herts.co.uk/features/giant_trees.html		A third can be found	at in the West Garden of Hatfield House ( with what appears to be a Coastal Sequoia in the pinetum ( plantation of conifers ) in the arboretum ( tree garden ) .
http://www.hostelo.co.uk/hungary/budapest/?page=21		A restaurant can be found	only 200 metres from the Hid Hotel .
http://www.megalithic.co.uk/article.php?sid=125	Sounds like a few bad eggs are ruining it for everybody - I hope that	a balance can be found	.
http://www.uncut.co.uk/tomas-alfredson/let-the-right-one-in-review	A similar set-up featuring the relationship between a young human and	a vampire can be found	in Let The Right One In , by Swedish filmmaker Tomas Alfredson ; but Alfredson succeeds far more successfully in tackling the loneliness , longing and compassion of adolescence than Twilight 's glossy high school fantasy romance ever could .
http://www.thinkinganglicans.org.uk/archives/001864.html	The diocesan statements to which this is	a reaction can be found	here .
http://www.doc.ic.ac.uk/~ids/dotdot/misc/projects/QuantumComputing/jon_m/report-and-source-code-from-archive/docs/report.html	If	an algorithm can be found	to increase cache hits ( see above ) then multi-threading may lead to reduced execution times on a parallel machine .
http://www.niemanlab.org/2010/05/always-collaborate-say-hello-to-openfile-the-local-news-site-putting-those-new-media-maxims-to-the-test	Too much of news loses its value and its context over time but if all of the stories related to	a subject can be found	in the same file , well that 's an incredibly powerful resource , allowing for diversity of perspectives and depth , without requiring search .
http://www.iep.utm.edu/leib-met	What is meant by " completing the whole demonstration , " by something having a " foundation , " or by "	a reason can be found	?
http://www.apacheweek.com/issues/99-04-16	It is not surprising that	a test can be found	which shows IIS having better performance than Apache , since Apache concentrates on getting good performance in real world situations .
http://fqxi.org/community/forum/topic/1498	We have shown that , by inserting a non linear electrodynamics term in the right hand side of the Einstein Field Equation , an exact non-singular solution of such	an equation can be found	for a collapsing body .
http://www.eldritchpress.org/owh/abt03.html	It follows , that , until	a man can be found	who knows himself as his Maker knows him , or who sees himself as others see him , there must be at least six persons engaged in every dialogue between two .
http://extra.shu.ac.uk/emls/14-3/Lyncteat.html		An example can be found	in Cromwell 's proclamation of war on Spain , which included a litany of Spanish abuses of English freedoms in the Americas from the late sixteenth century onwards .
http://www.ccp4.ac.uk/ccp4bin/viewcvs/ccp4/manual/resources.tex?rev=1.17%26content-type=text/vnd.viewcvs-markup	(	A copy can be found	on the CCP 4 website at uriblank ) .
http://dev.chromium.org/chromium-os/testing/test-code-labs/autotest-client-tests	More information about running tests on	a vm can be found	here .
http://cnrit.tamu.edu/lews/papers/newtools.html		A balance can be found	within the team ensuring that each eco-climatic system is sampled as thoroughly as our resources allow .
http://www.badastronomy.com/bad/misc/jupiter_galileo.html	There are two RTGs on Galileo , each with 72 pellets ( a paper about RTGs with	a diagram can be found	at NASA 's Space Science website ) .
http://www.nebusiness.co.uk/supplements/north-east-vision/winter-2010/2010/12/06/still-plenty-to-play-for-51140-27750926	The spending review cut £ 20 m from the Olympic Delivery Authority 's ( ODA ) budget , £ 7 m of which was found by abandoning plans , unless	a sponsor can be found	, for a much-hyped plastic wrap around the Olympic Stadium .
http://www.hud.ac.uk/staff/it/youandyourdata		A link can be found	on the University website .
http://fleskpublications.com/blog/2011/03/23/a-look-at-flesk-publications-titles-coming-in-2011/comment-page-1	(	A link can be found	at the bottom of this posting . ) Full book details and sample pages are on the Flesk website .
http://www.ifa.hawaii.edu/~barnes/ast626_97/tss.html	The mathematical details are pretty tricky ; suffice it to say that this is a self-consistent problem , and that where	a solution can be found	it is unique .
http://www.entertainmentavenue.com/2010/movie-reviews/1576/a-i-artificial-intelligence	He develops David ( Haley Joel Osment ) and gives him to the first test-family , Monica ( Frances O ' Connor ) and Henry ( Sam Robards ) , a family whose own son is in frozen hibernation until	a cure can be found	for his illness .
http://coventry-walks.org.uk/canley-corridor.html	If you wish to keep to the grass , fording this stream is harder , but if you are determined	a way can be found	along the east side of the stream from by the bridge .
http://forum.wolframscience.com/showthread.php?s=a1728b8dd4d9e9cde7b3ed9bd1a63d99%26threadid=1444	If anyone on the Forum has ideas on how such	a cycle can be found	on a desktop computer , please post .
http://www.shire.org.uk/shire.php?edition=455	If	a volunteer cannot be found	to deliver papers each month your paper will have to be collected from either the Library or the Post Office .
http://www.st-edmunds.cam.ac.uk/faraday/CIS/Harrison/Peter%20Harrison%20-%20lecture.htm	The idea that natural objects have meanings that can in some sense be ' read ' like	a book can be found	in the bible itself .
http://taxaid.org.uk/info/tax-credits/qualifying-and-claiming-tax-credits	Guidance on how and when to make	a claim can be found	at uriblank .
http://www.parliament.the-stationery-office.co.uk/pa/ld199900/ldjudgmt/jd000511/faulds-2.htm	But even in that Act the recognition of a distinct requirement for	an accident can be found	.
http://www.locallocalhistory.co.uk/studies/lintels/index2.htm	From then Florentine arches became popular and	a number can be found	in Stoke Newington .
http://www.holyspiritinteractive.net/columns/markshea/sheavings/22.asp	If	a way can be found	to make even disgusting methods " productive , " then why not apply them-even if they are potentially lethal-in order to extract vital intelligence ?
http://www.freelancer.co.uk/u/binary01.html		An example can be found	on : uriblank then click ' send to phone ' The pop up should also include a box that someone can check or uncheck that will allow their phone number info to be saved into my excel database .
http://www.freelancer.co.uk/u/binary01.html	Once they click the final send button , a text message should be automatically sent from my email address to the sms gateway ... example number at vtext.com 2 ) I want all restaurants to say whether they are open or close based on the times given :	an example can be found	on uriblank on the time , some restaurants say open in green , and others say closed in red .
http://devnet.kentico.com/docs/7_0/devguide/Workflow_overview.htm	The current workflow step of	a document can be found	on its Properties - > Workflow tab .
http://www.grids.ac.uk/twiki/bin/rdiff/ECCP/MarkupLanguageAdoption	The eCCP 1 project had been involved in number of meetings that have been held to consult with the international quantum chemistry community and gather these requirements [ Towards a Common Data and Command Representation for Quantum Chemistry , uriblank ] ;	a summary can be found	in the TWiki document ' Data-type requirements ' .
http://www.grids.ac.uk/twiki/bin/rdiff/ECCP/MarkupLanguageAdoption	The eCCP 1 project had been involved in number of meetings that have been held to consult with the international quantum chemistry community and gather these requirements ( Towards a Common Data and Command Representation for Quantum Chemistry , uriblank ) ;	a summary can be found	in the TWiki document Data-type requirements .
http://ivu.org/history/societies/veg-catering.html	A key figure in the VCA was Isobel Wilson ( 1908 -1994 ) , an interview ( 1992 ) and	an obituary can be found	at uriblank .
http://www.ekklesia.co.uk/node/12487	It is sad that	a compromise cannot be found	that is acceptable to everyone , but sometimes this is impossible .
http://genuki.cs.ncl.ac.uk/DEV/Cornwood/CornwoodNotes1918.html	Within the parish , which is in the Hundred of Ermington ( Hermentona ) there are three Manors , namely Cornwood , Fardel and Blachford , and in Domesday , where they are called Cornehuda , Ferdendel and Blacheorda ,	an account can be found	, not only of the different grades of dependants , but also of the cattle , sheep , swine and goats within these Manors .
http://www.thisisnorthdevon.co.uk/flow-riverside-weekend-break/story-15722819-detail/story.html	Still further up the road and down	a footpath can be found	the majestic remains of Wilton 's castle .
http://cameroncounts.wordpress.com/2012/01/06/family-holiday	( This was on the ABC 's Landline programme , first broadcast on 27 July last year ;	a transcript can be found	here .
http://www.abfnet.org/displaycommon.cfm?an=1%26subarticlenbr=148		An overview can be found	in " Catch the Buzz " at uriblank .
http://www.shetlandtimes.co.uk/2009/02/27/schoolboys-praised-after-alerting-police-to-cache-of-old-grenades	On average four or five	a week can be found	.
http://www.channelregister.co.uk/2008/02/21/evesham_richard_austin_geemore_alqemi	If	a buyer cannot be found	, Geemore intends to continue but the operation may be reduced to a smaller operation with lower overheads , in a controlled and responsible manner , whilst ensuring that customers are not affected .
http://www.richardbacon.org.uk/speeches/broads_bill.htm	Where an authority has planning powers , as this one does , it seems quite wrong that there should be no directly elected input if	a way can be found	to achieve that .
http://regulations.delaware.gov/AdminCode/title16/Department%20of%20Health%20and%20Social%20Services/Division%20of%20Long%20Term%20Care%20Residents%20Protection/3225.shtml	19.7.5.3 Any circumstance in which	a resident cannot be found	inside or outside a facility and the police are summoned .
http://www.frankswebspace.org.uk/ScienceAndMaths/physics/physicsGCSE/calculatingResistance.htm	The resistance of	a component can be found	by measuring the current through , and potential difference across , the component .
http://www.tonymarston.co.uk/php-mysql/not-so-solid-oo-principles.html	This may be difficult to comprehend unless you have an example which violates this rule , and such	an example can be found	in the Circle-ellipse problem .
http://braid-game.com/news/2007/11/audio-and-slides-for-jonathan-blows-lecture-at-migs-2007-design-reboot	I believe that the depth in	a game can be found	to a large extent in the player .
http://www.rjgeib.com/biography/inner-city-blues/innerblu.html	All too often the family lives in a tiny apartment with eight or twelve other people with children having no place in which to study or do their homework - in a household where nobody reads for pleasure and hardly	a book can be found	on the premises .
http://knitty.com/ISSUEff11/PATTprettytwisted.php	Cable Cast-on :	A demo can be found	here .
http://www.charitycommission.gov.uk/About_us/pogs/g510a001.aspx	Further information on using our powers to suspend or remove	a trustee can be found	in OG 117 How the Commission deals with Investigations Work .
http://www.gare.co.uk/technology_watch/ims.htm		A discussion can be found	here starting at slide 10 .
http://data.gov.uk/content/real-time-energy-data-government-headquarters	Further detail on action to reduce government 's carbon emissions by 10 % within	a year can be found	here .
http://www.eadt.co.uk/news/features/suffolk_ex_ipswich_school_head_now_making_sure_newspapers_keep_on_the_straight_and_narrow_1_1166066	If	a way cannot be found	to settle a valid complaint , it will be passed to the commission to look at and weigh against the code .
http://home.cogeco.ca/~ve3ll/jatutora.htm	The state of	a checkbox can be found	with a simple if ( boxObj ect.get SelectedObjects ( ) !
http://plato.stanford.edu/entries/logic-substructural	In certain substructural logics , such as linear logic and the Lambek calculus , and in the fragment of the relevant logic R without disjunction , a Gentzen system can be used to show that the logic is decidable , in that	an algorithm can be found	to determine whether or not an argument X ⊢ A is valid .
http://www.exim-new-users.co.uk/content/view/45/1	If no IP address for	a host can be found	, what happens is controlled by the host_find_failed option .
http://zionism-israel.com/israel_news/2007/06/pew-survey-on-six-day-war-and-american.html	In a 2007 Pew survey , Muslim-Americans said by a margin of nearly 4 -1 ( 61 % -16 % ) that they believe	a way can be found	for Israel to exist so that the rights and needs of the Palestinians can be met. That is nearly the same response given by the U.S. public as a whole but dramatically different than the views expressed in seven predominately Muslim countries surveyed earlier by Pew .
http://www.w3.org/TR/CSS2/syndata.html	The x-height of	a font can be found	in different ways .
http://dml.cmnh.org/1997Jul/msg00001.html	If you pass along a message that is not explicitly an advertisement but serves to alert others of a location where	an advertisement can be found	-- even if you 're mentioning the advertisement only to lament its existence -- you will be warned not to do so again .
http://www.thetruthseeker.co.uk/?p=3260	The question now is whether	a consensus can be found	that systematically addresses the new realities of war-reporting .
http://www.625.org.uk/progfile/toman.htm	Milligan 's Wake , a new A.T.V. show , made nice use of still photography and brought together the promising combination of Spike Milligan and the Galton and Simpson script partnership ; if	a director can be found	to keep Mr Milligan 's anarchic talent on the rails , the programme may go on to inherit the position left vacant by Hancock and the Steptoes .
http://users.rcn.com/jimdu4/SaveTheRutland/savethe.htm	We are just over dealing with the Bellows Falls equipment and word comes that Steamtown will be scrapping quite a few New England pieces UNLESS	a home can be found	.
http://www.batod.org.uk/index.php?id=/articles/exams/archiveexams/QCAmtg0503.htm	For the future new definitions and the use of new technology may resolve many concerns for deaf and VI candidates , but those taking exams in 2007 and 2008 are going to be caught in a cleft stick unless	a way can be found	to give access whilst still complying with the detail of the DDA .
http://www.melonfarmers.co.uk/awuw07.htm	But , under a controversial " law of parties " , in Texas an associate of	a perpetrator can be found	co-responsible in a capital case .
http://agliff.org/qymp/qymp-in-the-news	More information and	an application can be found	at : uriblank .
http://www.waldeneast.fsnet.co.uk/secrets.htm	A selection of her stories , and	a bibliography can be found	in Barbara H Solomon , Short Fiction of Sarah Orne Jewett and Mary Wilkins Freeman .
http://www.sussex.ac.uk/physics/iqt		A recording can be found	here .
http://www.freepatentsonline.com/4410916.html	If such	a rectangle can be found	, its border should fit into a 32 × 32 array .
http://cpcml.ca/BCW2014/BC0206.HTM	The unfolding of events is an inspiration to unorganized and organized workers in all sectors that	an alternative can be found	in actions with analysis .
http://buzzmachine.com/2008/02/26/google-u	Avatar above does make an excellent point about the " credentialing " problem , but if	a solution can be found	to that , then the road ahead should be paved and ready .
http://www.thefword.org.uk/features/2011/06/the_politics_of_slutwalk	I think a really good definition of the word " slut " that has been milling around for around	a decade can be found	in a book written by Dossie Easton and Janet Hardy called " the Ethical Slut " , it 's known within the queer polyamorous and BDSM circles quite well already .
http://cobolhacker.com	Someone has to at least identify the problem and then maybe	a solution can be found	.
http://www.murrayfield-dafscc.co.uk/mdcc_news_2008.htm	So far we have had two sessions with 7 and 5 kids attending but we will be looking to get more kids down - and of course you can help this -	a flyer can be found	at this link to our Thursday Youth Cricket Coaching sessions .
http://www.murrayfield-dafscc.co.uk/mdcc_news_2008.htm		A flyer can be found	at this link to our Thursday Youth Cricket Coaching sessions .
http://www.recipe-ideas.co.uk/recipes-1/Kahlua%20White%20Russian%20Cake.htm	Written recipes as	a concept can be found	back into distant history , in truth as far as the ancient Egyptians , and maybe further still .
http://www.historyfiles.co.uk/ChurchesEurope/France/Brittany_Finistere03.htm		A date cannot be found	for the chapel 's construction , but it is located off road D 785 , around five kilometres east of the town of Saint-Rivoal and about a similar distance north of Le Moënnec , just south of the junction with road D 42 .
http://www.film-and-darkroom-user.org.uk/forum/archive/index.php/t-915.html	I hope that	a buyer can be found	.
http://fuliginouspalaver.tripod.com/comingtolight/id11.html		A sampling can be found	at this site .
http://finntrack.co.uk/strategic/establish/strat_10.htm	Sometimes	a solution can be found	which solves multiple design problems .
http://www.medilexicon.com/medicalassociations.php		An organization can be found	by either entering a search term into the ' medical associations ' search box or by clicking on an alphabetical letter to view every association for that particular letter .
http://codex.wordpress.org/Importing_Content	If you had paid for Xanga Premium and saved your archive files before switiching to WordPress ,	an importer can be found	here .
http://extra.shu.ac.uk/emls/iemls/renplays/qexch1.htm	But honoured sir , When	a son can be found	that dares do more For 's [ 47 ] father 's life or honour than myself , I 'll forfeit mine inheritance and your blessing ; 100 So much your love engages me .
