# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="can"][lemma="be"][word="found"]
# CORPUS:        encow16a
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://cogprints.org/469/1/Analysis_of_ACRES.html	More importantly , many emotions arise because of some unexpected or uncontrolled event ( and an unexpected event will be felt as uncontrolled at least until	a plan can be found	to cope with it ) .
http://www.ekklesia.co.uk/node/13637	Julie Dziegiel of Oxford compared the Anglican Communion with the situation in Northern Ireland in the 1970 s - " two sides entrenched and it does n't look like	a solution can be found	.
http://www.socialsecurity.gov/employer/bsohbnew.htm	The Receipt Year for	a resubmission can be found	on your original resubmission notice .
http://www.telegraph.co.uk/news/politics/david-cameron/7898881/David-Cameron-Big-Society-is-not-a-cover-for-cuts.html	" Public services must be based on the certainty that they are there when you need them , not when	a volunteer can be found	to help you .
http://linuxgazette.net/issue38/gm.html	Q : Someone mentioned this recently , saying what map projection is required to get a map of Earth correctly image mapped on to a sphere in POV-Ray , and even mentioning a web site where such	a map can be found	.
http://articles.aberdeennews.com/keyword/south-dakota	Information and	an application can be found	at uriblank .
http://civileats.com/2009/04/30/hog-heaven-or-hogocaust	But if like me , you believe that humans are animals and part of a omnivorous food chain that includes other animals as well as plants , and that we also must be ethical and humane within that omnivorous dynamic ,	a logic can be found	.
http://cnview.com/churches_today/chapter_3_church.htm	Some have sought to prove that there was one Nicolaus and that Nicolaitans were his followers , but not the slightest trace of such	a person can be found	.
http://cocoon.it.usyd.edu.au/accepted.html	For unit capacities , the latter algorithm takes $ O ( \ phi ( V , E ) \ cdot \ log T + VE ) $ time , which is unsatisfactory since	a max-flow can be found	in $ o(VE) $ time .
http://www.agocg.ac.uk/reports/mmedia/casestdy/ntu/app27.htm	Not only positive thing are available " just around the corner " : everything , from porn to blueprints of	an A-bomb can be found	.
http://www.sole.org.uk/0402sewe.htm	The help that members give is vital , and while it may not always be possible to find a link immediately , however small the information may be , it is always added to our records so that hopefully	a link can be found	in the future .
http://blogs.sciencemag.org/sciencecareers/2012/03	" Information on how to contribute	a video can be found	on the FJI / Precarios Web site .
http://www.acoustics.salford.ac.uk/res/moorhouse/index.php?content=lfn_faq	In cases where	a noise can be found	that is responsible for the disturbance the levels of sound are typically around the threshold of hearing .
http://www.camcycle.org.uk/newsletters/49/all.html	Some difficulty was found here because of the width of the bridge , but we are confident that	a solution can be found	, given the will to do so .
http://www.equalitylaw.co.uk/news/215/66/Cat-s-Paw-Employee-Discrimination-Case-Reaches-US-Supreme-Court	Under the act ,	an employer can be found	liable of discrimination if the plaintiff can prove his or her military service was a " motivating factor " in the dismissal .
http://www.cityfarmer.org/smitbook90.html	If	a consensus can be found	about what can and should be done , a new urgency will be created to break the shackles that are retarding urban agriculture 's development .
http://www.tdcaa.com/node/10997	A warrant and detainer must be filed with the holding facility 3 When	an offender cannot be found	by supervising authorities in the receiving state , he is declared an absconder .
http://jacketmagazine.com/23/walla-piomb.html	But such	a link can be found	only by going against the grain of dominant critical paradigms in which language poets would be against individuality and lyricism , while a writer like Jarnot would favor them .
http://gfp.typepad.com/the_garden_of_forking_pat/posts_by_thomas_nadelhoffer	Yet another piece on free will by	a psychologist can be found	here .
http://www.metoffice.gov.uk/weather/tropicalcyclone/method	An example of such	a message can be found	in Figure 1 .
http://libcom.org/library/allied-multinationals-supply-nazi-germany-world-war-2	A flagrant example for such	a transgression can be found	in the October 1938 issue of the army-magazine Die Wehrmacht printed up to celebrate the annexation of the Sudetenland .
http://linuxgazette.net/156/dellomodarme.html	Other information about the tree structure of	a location can be found	, for example , at uriblank .
http://www.worcesterphoenix.com/archive/features/00/10/19/NEWS_CLOSE_CALL.html	According to McManus ,	a pattern can be found	here .
http://www.guardian.co.uk/commentisfree/2008/nov/01/congo-eastern-nkunda	Thank you for this William let us hope	a way can be found	to protect some of the people .
http://docutils.sourceforge.net/test/functional/expected/standalone_rst_html4css1.html		A reference can be found	under Inline Markup , above .
http://etc.usf.edu/lit2go/180/the-count-of-monte-cristo	Chapter 34 : The Colosseum Franz and Albert ask their host , Signor Pastrini to procure a cart and ox for them , since	a carriage cannot be found	during Carnival .
http://www.caopenspace.org/abcove.html	If you do n't know what a rattlesnake looks like	a photo can be found	on our Safety Page .
http://www.ipsnews.net/2013/09/u-s-debates-climate-impact-of-development-investments	" My sincere hope is that	a compromise can be found	amongst environmental and development groups .
http://www.cs.swan.ac.uk/~csoliver/papers.html	It is open whether such	an autarky can be found	in polynomial time .
http://www.edinburghfestivalpunter.co.uk/Edinburgh2011Previews.html		An overview can be found	here , while the full programme can be browsed online here .
http://www.genealogy.com/heard091202.html	Quite a bit of information about	an ancestor can be found	on a World War I draft registration card .
http://www.thetelegraphandargus.co.uk/news/local/localbrad/4125480.Job_fear_after_Stylo_deal_is_rejected	Following the vote by creditors against a deal to enable Barratts and PriceLess stores to keep trading under current ownership , the loss-making Stylo group is likely to be put into administration and could begin a programme of shop closures unless	a buyer can be found	.
http://www.hostelo.co.uk/czech-republic/prague/?page=63		A restaurant can be found	close to the Ohrada Suite .
http://m.macmillan.org.uk/article/name/cancerinformation-aboutcancer-signssymptoms	Screening is a way of testing healthy people , either to see if	a cancer can be found	early or to detect changes that may develop into cancer at a later date .
http://www.foldsoc.co.uk/fsn/fsn027.html		A picture can be found	on our web pages at uriblank .
http://www.ukbusinessforums.co.uk/forums/archive/index.php/t-17766.html	Do n't suppose anyone knows where	a list can be found	?
http://justadventure.com/index.php/2013-05-20-21-09-14/847-black-mirror-ii2		A generator can be found	under the right-hand sofa .
http://justadventure.com/index.php/2013-05-20-21-09-14/847-black-mirror-ii2		A clue can be found	back at the lighthouse about where they should go -- a note with the positions has conveniently been pinned to the tree -- but , criminy , there are just four holes and trial and error will take just a few seconds to determine the queen goes in the left hole and the pawn in the near one .
http://www.offlicencenews.co.uk/news/fullstory.php/aid/9732/Here_comes_the_grain.html		A directory can be found	at scotchwhisky.net .
http://www.peterboroughtoday.co.uk/findit?action=showPlace%26placeid=316329	On the downside sometimes	an iten can be found	cheaper elsewhere but what bag would you rather be carrying ?
http://www.bogost.com/blog/gamification_is_bullshit.shtml	@ John Yours is a common way to object to positions on the Internet : to expand the scope of the subject until some potential " zinger " of	an objection can be found	, and then to offload it and scurry away content .
http://www.bress.net/blog	Such	a card can be found	from kernel concepts .
http://userpages.bright.net/%7Egshaffer/dowsing.htm	The actual dimensions for making	a labyrinth can be found	in books , just check the new age section in your favorite book store .
http://houserepublicans.wa.gov/news/legislature/fagan-email-update-02282014	Details and	an application can be found	at this link : uriblank .
http://www.healthline.com/health-slideshow/egg-allergy-symptoms	However , proteins that cause	an allergy can be found	in egg yolks as well .
http://msdn.microsoft.com/en-us/library/cc301350.aspx	The code for creating	a project can be found	in the createproj ect.asp x file in the download .
http://www.torridge.gov.uk/index.aspx/media/logo/2/i/index.aspx?articleid=559	We encourage complainants to initially discuss problems with neighbours in the hope that	a solution can be found	without official interference .
http://floridalearnsstemscholars.org/author/all-top-news-sciencedaily/page/10	" If	a drug can be found	that safely blocks the same signal in humans , it could be a ...
http://injury.findlaw.com/accident-injury-law/premises-liability-who-is-responsible.html		An owner can be found	liable if he or she has knowledge of a dangerous condition , fails to take reasonable steps to fix that condition ( or warn visitors ) , and a visitor suffers an injury as a result .
http://www.hsj.co.uk/opinion/leader/dh-chases-up-service-changes-with-an-undisguised-urgency/5036066.article	All the PCTs and trusts predicting	a deficit can be found	within a 22 mile radius of central London .
http://www.bury.gov.uk/index.aspx?articleid=4526	More information on the Part 2	A regime can be found	on the Land and Soil Contamination Section of the Department of the Environment Food and Rural Affairs ( Defra ) website .
http://www.dipity.com/laamaxwe/Catalogs-and-Organization-in-Ancient-Libraries	In the Hittite capital city of Hattusas , the first example of	a colophon can be found	.
http://techcrunch.com/events/disrupt-sf-2013	Yesterday at TechCrunch Disrupt we hosted a panel discussing Bitcoin (	a recap can be found	here ) .
http://cosmo.nyu.edu/NYSCPT/summer_institute.html		A map can be found	on the NYU website .
http://jolt.merlot.org/vol1_no2_rowell.htm	Information to supplement	a textbook can be found	at Hyperstat Online , The NIST Engineering Statistics Handbook ( NIST / SEMATECH e-Handbook of Statistical Methods , 2005 ) and DIG Stats ( Morgan & Kriz , 2002 a ) .
http://jolt.merlot.org/vol5no4/griffin_1209.htm	The traditional case studies have long required professors themselves to " go beyond knowing the case well " since " further information about	a company can be found	in its annual reports and in publications " ( Charan , 1976 , p 117 -18 ) .
http://www.poliosurvivorsnetwork.org.uk/archive/lincolnshire/archive/nbit200008.html	The full text of the article of which the above is	an extract can be found	at uriblank ( 00 ) 02589 -7 .
http://www.poliosurvivorsnetwork.org.uk/archive/lincolnshire/archive/nbit200008.html	The full text of the obituary from which the above is	an extract can be found	at uriblank stOnLine / cgi-bin / article ?
http://www.lib.uchicago.edu/e/collections/maps/news.html		An example can be found	by clicking here .
http://www.cumbrian-cottages.co.uk/northern-lakes/portinscale-newlands-valley/croft-cottage-newlands-valley	All the essentials including a local pub serving bar meals and	a restaurant can be found	in the village .
http://www.sheffieldforum.co.uk/archive/index.php/t-287.html	However , if the USA and Japan [ in a supportive but non-military role ] do contest China 's ambitions , no doubt	a role can be found	for British armed forces .
http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0071161	For the PAD condition the probability	a word can be found	immediately to the left is 91 % , but it is only 54 % for the POD .
http://www.blewbury.co.uk/energy/hydrogen.htm		A list can be found	here .
http://www.exetermemories.co.uk/em/_pubs/globenewtown.php	The Globe Inn became the regular venue for sales in Newtown in the 1860 's through to the 1890 s , as land sales for building and speculative development flourished ; the nearby Golden Lion must not have been suitable for hosting sales , as only one advert , in the 1890 s , for	an auction can be found	in the Flying Post .
http://www.thisiscornwall.co.uk/Crohn-s-sufferer-takes-Tour-France/story-15978808-detail/story.html	The 27 - year-old said : " I suddenly had to come to terms with being coupled with a not-so-silent passenger , a chronic relapsing-remitting disease , until	a cure can be found	.
http://www.nasca.org.uk/Strange_Maps/strange_maps.html	Perhaps	a clue can be found	in the ancient birdman cult of the early islanders !
http://www.uark.edu/depts/aeedhp/agscience/simpmach.htm	The mechanical advantage of	a wedge can be found	by dividing the length of either slope ( S ) by the thickness ( T ) of the big end .
http://www.uark.edu/depts/aeedhp/agscience/simpmach.htm	The mechanical advantage of	a screw can be found	by dividing the circumference of the screw by the pitch of the screw .
http://people.brunel.ac.uk/bst/vol0702/paulstapleton/paulstapleton.html	A good example of such	a feature can be found	at Virb.com , a social networking site which allows for users to customize page styles and layouts , and to chose between a range of standard modules ( music player , photo collections , visitors comments , etc ) , with no knowledge of programming languages required .
http://victims.org.uk/s08zhk/index.php?option=com_content%26task=blogsection%26id=12%26Itemid=100	I do not think that	a solution can be found	to that problem .
http://www.world-mysteries.com/gw_rellis2.htm	Can the location for Mt Sinai be solved simply by applying this peculiar set of requirements to each mountain and seeing if	a match can be found	?
http://www.jewsforjesus.org/answers/jesus/an-introduction-to-the-names-yehoshuajoshua-yeshua-jesus-and-yeshu	For busy people :	a mini-summary can be found	in uriblank in the log titled : ' Hïs Name : NOT Jesus ' .
http://oddbooks.co.uk/comment/1101	Today	an article can be found	in the Atlantic Monthly which seems to reference the same patent and even uses the same illustration as you do .
http://blogs.nd.edu/contendingmodernities/2011/09/10/911-did-the-quran-make-them-do-it	Such	a list can be found	in a recent comprehensive compilation of the history of human warfare , The Encyclopedia of Wars by Charles Phillips and Alan Axelrod which documents 1763 wars , of which 123 have been classified to involve a religious conflict , or about 7 % of all wars .
http://blog.wegohealth.com/2012/04/13/meet-the-haaward-winners-jason-leitman-of-cdsn	It is imperative that awareness is raised and research is increased so	a cure can be found	!
http://bobbraunsledger.com/pastors-cami-must-stop/?replytocom=2534	Therefore , the undersigned clergy call for a MORATORIUM on the Implementation of the One Newark Public School Plan until	a process can be found	to obtain meaningful and credible engagement of the Newark community .
http://lesswrong.com/lw/emc/causality_a_chapter_by_chapter_review	( As a side note , if you find yourself stating that the proof of	a theorem can be found	in a paper you reference , you are not targeting introductory statistics students .
http://kymkemp.com/2011/sep/17/schools-and-businesses-closed	The spelling and definition of	a word can be found	in the dictionary , but that does not ensure proper grammatical use of a word in a sentence , or correct use of punctuation .
http://nationalcenter.org/PrivacyPolicy.html	From time-to-time , a visitor to our website may use a feature allowing visitors to " email this url to a friend " ( an example of such	a feature can be found	on uriblank ) .
http://davekopel.org/Corner/2009-July-September.htm	I presume that	a way can be found	to accommodate their twin desires for " no guns " and " no signs " and that this accommodation does not require banning guns from churches that want to allow carry .
http://fraughtwithperil.com/ryuei/2010/10/20/the-buddha%e2%80%99s-critical-assimilation-of-brahmanism	A provisional self can be attributed in an abstract way to the life process , but an actual thing or substance called	a self cannot be found	within the process .
http://asci.uvm.edu/equine/law/cases/racing/lueth.htm		A statute can be found	vague if : ( 1 ) it does not provide fair notice of what conduct is prohibited or required ; ( 2 ) it is overbroad and impinges on First Amendment freedoms ; or ( 3 ) it is so indefinite that it confers unstructured and unlimited discretion on the trier of fact to determine whether the law has been violated .
http://asci.uvm.edu/equine/law/cases/cruel/bobo.htm	" These witnesses expressed the view that other signs , such as lameness or inflammation , must be present in addition to a reaction to digital palpation , before	a horse can be found	to be " sore .
http://www.ldwa.org.uk/library/guidelines/chapter2.php	Organisers should carry out a risk assessment by identifying hazards and deciding how best to respond to them and produce a written document (	a sample can be found	at Appendix J ) .
http://www.knitty.com/ISSUEspring07/PATTbauble.html	Alternate finishing instructions for those who do n't wish to use	a crimp can be found	here .
http://www.evilution.co.uk/pages/print.php?mod=125	For manual mirrors	an adjuster can be found	directly next to each wing mirror .
http://www.postpals.co.uk/pals-page/lewis-j	Unfortunately he feels there is no treatment for Lewis , but he has commissioned more tests to see if	a diagnosis can be found	- but he did say that the conditions they are testing for are incurable and do not have any treatment .
http://defensivedrivingcourse.weebly.com	The school is proud to inform you approve it , and you will be easily accepted by the court whether	a class can be found	.
http://www.lathes.co.uk/wade/page3.html	The comments of a delighted and impressed Wade 8	A owner can be found	here .
http://www.bbc.co.uk/blogs/thereporters/robertpeston/2011/03/should_all_financial_innovatio.html	However a quick search finds that this practice has been clamped down under the Finance Bill 2010 -	a copy can be found	here .
http://www.comedy.co.uk/guide/film/fierce_creatures/characters	He has decided that , upon his death , he should be cryogenically frozen until	a cure can be found	, but of course things do n't always go to plan ...
http://bandofthebes.typepad.com/bandofthebes/2011/02/index.html?no_prefetch=1	A stingy database that displays only one state at	a time can be found	here .
http://www.bioscience.heacademy.ac.uk/journal/vol2/beej-2-5.aspx	Instructions to students on how to draw up such	a graph can be found	in Appendix 3 .
http://www.automatedhome.co.uk/video/sonos-reveal-new-wireless-subwoofer-updated-wth-video.html	Full SUB specifications , details and	a video can be found	at uriblank .
http://news.bbc.co.uk/local/norfolk/hi/people_and_places/newsid_8378000/8378954.stm	Let us hope that	a solution can be found	.
http://news.bbc.co.uk/local/norfolk/hi/people_and_places/newsid_8378000/8378954.stm	I really hope	a solution can be found	for King 's Lynn .
http://www.architectureweek.com/2007/0829/tools_1-2.html	Detailed information about	a firm can be found	at Archiplanet , cross-linked their building pages and also with the ArchitectureWeek Architects Directory .
http://womenshistory.about.com/library/etext/bl_eg_an0_biographic_sketch.htm	" The germ of such	an organization can be found	in that form of trades unionism which has done away with centralization , bureaucracy , and discipline , and which favors independent and direct action on the part of its members .
http://www.thesimszone.co.uk/news/archive.php?Month=5%26Year=2006	More images and	a video can be found	on TheSidDog.com , and in an E 3 line-up video of Electronic Arts at their media center you can see short clip showing artwork of the expansion pack .
http://plato.stanford.edu/entries/properties		An alternative can be found	in Cocchiarella 1986 , where ( λ-conv ) is circumscribed by adapting to properties the notion of stratification used by Quine for sets .
http://www.citywire.co.uk/money/here-s-how-the-euro-could-collapse-and-why-it-s-unlikely-to/a452504	Also you know , ther are two great tendancies at work , to centralise and to individualise , so I am sure that	an answer can be found	in a political union with sufficient " empowerment " to the member states .
http://www.totalhealth.co.uk/contributors/professor-david-mabey/big-flap-about-bit-flu	The predicted impact of such	a situation can be found	in the Department of Health Influenza Pandemic Contingency Plan .
http://home.frognet.net/%7Eejcov/spirals.html	Another example of	a spiral can be found	on the flat phonograph records of the past .
http://illarion.org/community/forums/viewtopic.php?f=88%26t=37759%26sid=bb0b740bffb03ce1258ac9b5cda27976	Tinuva Geogroda wrote : *	A parchment can be found	near the Galmair teleporter and more prominently on the town 's board .
http://www.hitler.org/writings/Mein_Kampf/mkv2ch12.html	If such	a leader cannot be found	it is futile to struggle with Fate and even more foolish to try to overthrow the existing state of things without being able to construct a better in its place .
http://www.godalming-tc.gov.uk/docs/minute277-23062011.htm	Members NOTED that Godalming Town Council had received a petition of 26 signatures against the closure of Nightingale Cemetery steps , this petition states : " We understand that consideration is being given to closing the steps providing access to the cemetery on its northern side and express the hope that	a way can be found	to keep the route open .
http://www.strath.ac.uk/science/international/informationforinternationalapplicants	Information about obtaining	a visa can be found	on our International Student Advice page .
http://gnowgi.org/2008/12/16/debian-dependency-map/?replytocom=43	It was published in Phsysicl Review letters ,	a summary can be found	in this physorg entry .
http://www.hazelden.org.uk/gr01/art_gr016_comments.htm	It 's estimated that this year , over nine hundred will either die before	a donor can be found	, or become too weak for surgery .
http://law.jrank.org/pages/11860/Stalking.html	Under this law ,	a person can be found	guilty of stalking by harassment , or by intent to injure person , property or rights of another .
http://law.lclark.edu/programs/environmental_and_natural_resources_law/degrees/llm/international_students	If you think you would like to take the Clinical Internship Seminar , you should contact the program director at the time you register for classes for more information and to see if	a placement can be found	for you .
http://12thmanrising.com/2013/04/01/would-the-seahawks-be-looking-to-draft-a-project-qb-in-a-late-round	Such	a player can be found	in one Brad Sorenson from Southern Utah University .
http://www.webpages.uidaho.edu/~mbolin/kupfer3.htm	Bell writes , " Libraria as	a bookshop can be found	in classical Latin , but only became common as a term for a book-room in a monastery from the late fourteenth century , although it had been used earlier to refer more generally to a collection of books .
http://learn.jtsa.edu/content/commentary/shelah-lekha/5770/our-covenant-god	Israel is dispensable if	a substitute can be found	.
http://www.legalservices.gov.uk/civil/tendering/portsmouth_tender.asp		A timetable can be found	in the documents section on the right hand side of this page .
http://www.ukholidayplaces.co.uk/cottage/oxfordshire/thehaven_947009401.html	A toilet , bath and	a shower can be found	on the ground floor .
http://www.magicweek.co.uk/backissues_0300-0349/0313.htm	Details and	a map can be found	at uriblank .
http://dennismillerradio.com/g/DMZ-Membership/103.html	If	an item cannot be found	in The Dennis Miller Store , it is possible that we do not carry it any longer .
http://atlengthmag.com/photography/marc-baruth	The deaths of my parents certainly play a ( subliminal ) role , and places we visited together when I was	a child can be found	in the basic natural elements-most of which were made in the Alps of Southern Bavaria .
http://www.adventuregamestudio.co.uk/forums/index.php?action=printpage;topic=46214.0	Title : Re : AdventureX 2012 ideas welcome Post by : straydogstrut on 12 Jul 2012 , 20:27 20:27 Looks seriously very cool to me 8-) If	a timing can be found	to suit and it 's practical to get some gear there , I vote yes to this .
http://www.ipo.gov.uk/pro-types/pro-patent/p-law/p-manual/p-manual-hearing-content/chapter-4.htm	However if prior notice has not been given , a non-Welsh speaking hearing officer will have no option but to adjourn the hearing until	an interpreter can be found	.
http://www.teachit.co.uk/poetry.php?CurrMenu=263%26Blog=9		An example can be found	in the Verse Surgery - not that it needed any !
http://www.bized.co.uk/educators/16-19/business/external/lesson/pressure1.htm		A list can be found	on uknetguide .
http://www.iraqwaterproject.org/article062107.htm	* Premature babies are crammed three to an incubator , when	an incubator can be found	.
http://www.worldtravelguide.net/united-kingdom/england/bristol-airport	A convenience shop is located in the check-in area and	a newsagent can be found	in the arrivals hall .
http://www.bee-it.co.uk/channel-4-learning-news/568-clipbank-matches-online-resources-to-major-exam-board-specifications.html		An explanation can be found	in the interface , contextualising how each clip supports a particular objective .
http://www.nypl.org/blog/2012/06/13/nyc-historical-gis-project	An additional 9,327 metadata records have been created for related collections , such as all of New York City 's zoning maps (	a bibliography can be found	at the bottom of this great post , or in this .
http://www.economicsnetwork.ac.uk/showcase/girardi_cinema		A synopsis can be found	in uriblank .
http://www.coursework4you.co.uk/essays-and-dissertations/sample70.php	Indeed the use of UNTAC as	a model can be found	in many works seeking to investigate normative approaches to peace building after civil conflict 5 .
http://gradlesummit.com/blog/tobias_gesellchen/index		An explanation can be found	at a Gradle forum thread telling you to disable transitive dependencies for cases like shown above .
http://www.amigahistory.co.uk/macdisks.html		A demo can be found	on Aminet .
http://www.llsdc.org/federal-legislative-history-guide	The committee report is a key component of a legislative history as it is there that an explanation and summary of	a bill can be found	.
http://www.pbs.org/wgbh/pages/frontline/shows/innocence/roundtable	( If	a child can be found	guilty of perjury , I ca n't help but wonder what the punishment is -- five minutes of time out ? ) Has the court developed tests for such an assessment ?
http://www.wintonforum.co.uk/planning.html	More information and	a questionnaire can be found	at : uriblank .
http://www.guncite.com/journals/halvt.html	And though this was not legal , as guns are not engines appropriated to kill game , yet if	a witness can be found	to attest before a Justice that a gun has been thus used , the penalty is five pounds , or three months imprisonment fall on the accused ...
http://newswithviews.com/Erica/Carle10.htm	I believed at the time , and I still believe , that	an explanation can be found	for Tony 's actions .
http://corgiaid.org/rescued/everybody.php?formTitle=StoryChoice%26story_id=649		An overview can be found	here : uriblank " Truman has shown himself to be about the best companion corgi one could ask for. He has a lovely temperament .
http://arnoldit.com/wordpress/category/natural-language-processing	There are many notables who use OpenCalais and	a sample can be found	on " The List Of OpenCalais Implementations Grows .
http://www.e-goat.co.uk/forums/archive/index.php/t-3859.html?s=287d1bfe73b363fff3eef99d3e7c5ba0	You will not be classed as ' homeless ' till this point and then you will have to go onto a waiting list along with everyone else till	a house can be found	for you .
http://fcir.org/2012/05/13/after-package-from-yemen-questions-about-worker-illness-and-government-response	I really hope everything comes out fine for him and that	a cure can be found	, because it 's really tragic seeing this happen to Jeff when all he was doing was trying to help .
http://fcir.org/2012/05/13/after-package-from-yemen-questions-about-worker-illness-and-government-response	I totally agree with Debasian " I really hope everything comes out fine for him and that	a cure can be found	, because it 's really tragic seeing this happen to Jeff when all he was doing was trying to help .
http://knitty.com/ISSUEwinter06/PATTelbac.html	Instructions for making	a fringe can be found	here .
http://knitty.com/ISSUEwinter06/PATTantifreeze.html	Crab Stitch ( Also called Reverse Single Crochet ) : Tutorial with photos and	a video can be found	here .
http://www.dcicheeseco.com/media-room/home-chefs-invited-enter-augustseptember-i-love-grilled-cheese-recipe-contest-featuring-g	In-store shelf talkers with tear pads featuring	a coupon can be found	in participating retailers throughout the contest .
http://www.soc.hawaii.edu/leonj/499s99/nakasone/compensatory.html	Questionaire forms marked by	an asterisk can be found	in Chapter 5 .
http://irosf.com/q/zine/article/10313	Bluejack 's rather sorry excuse for	an edtirial can be found	here .
http://bclivingston.tumblr.com		A transcript can be found	by clicking on the " accessible text " PDF .
http://jasss.soc.surrey.ac.uk/7/3/5.html	A more developed discussion of the impact of weak learners in	an organization can be found	elsewhere ( Carley 1992 ) .
http://www.recipe-ideas.co.uk/recipes-1/Apricot%20White%20Chocolate%20Walnut%20Scones.htm	Transcribed cooking instructions as	an idea can be found	far back into antiquity , at least as far back into recorded history as pharonic Egypt , and possibly even further than that .
http://www.rugbyfootballhistory.com	McCaw 's sentiments are fully endorsed by Ireland and Lions playmaker Johnny Sexton , who is confident	a breakthrough can be found	through meaningful dialogue .
http://www.cps.gov.uk/legal/a_to_c/computer_misuse_act_1990		A person can be found	guilty of a section 2 offence even if the commission of the further offence is impossible ( section 2 ( 4 ) CMA ) .
http://www.searchengineguide.com/mike-moran/copywriting-for-the-busy.php	Sometimes	an audience can be found	in a " Niche Market " and if there are few entrepreneurs in that Niche Market you can not only prosper but you can end up being the person who gets referrals from the businesses who do not specialize in that Niche but who would otherwise be your competitors .
http://www.eppinganglicans.org.uk/Ponderings/2011/30Jan.html	I sincerely hope that , even at this late stage ,	a compromise can be found	to keep us all together in one family .
http://www.pas.gov.uk/pas/core/page.do?pageId=2133734	Under the Localism Act , the ' duty to cooperate ' makes it clear that there remains a need to address strategic issues through the planning system and local planning authorities ( LPAs ) will have to demonstrate that they have met this legal requirement before	a plan can be found	sound .
http://flask.pocoo.org/docs/tutorial/dbinit	If you get an exception later that	a table cannot be found	check that you did call the init_db function and that your table names are correct ( singular vs. plural for example ) .
http://inkpot.com//classical/beethsym9.html	"	An excerpt can be found	at the publisher 's website : uriblank .
http://www.thisissouthwales.co.uk/Morriston-traders-wary-discount-store-high-street/story-15010014-detail/story.html	Almost 250 people have already lost their jobs at Peacocks ' Cardiff headquarters but stores will remain open and trading until	a buyer can be found	by administrators KPMG .
http://www.socialistparty.org.uk/articles/7113/31-03-2009/fight-for-a-future	Young people will be frustrated and radicalised if	a place cannot be found	for them in society .
http://www.patient.co.uk/health/Epilepsy-Tonic-Clonic-Seizures.htm	These days , with more advanced scans and tests ,	a cause can be found	for some cases previously thought to be idiopathic ( unknown cause ) .
