# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="be"][word="part"][word="of"]
# CORPUS:        encow16a
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://books.nap.edu/openbook.php?record_id=11676%26page=65	That	a warming is part of	this signal is clear , given that the anomaly is seen in the northern Tibetan records and that the monsoon-dominated southern records correlate with instrumental trends in the region ( Thompson et al. 2000 a ; the Dasuopu core ) .
http://atgdust.sourceforge.net/xref/atg/junit/nucleus/TestUtils.html	name " ) ; 143 else return DUST_USERNAME ; 144 } 145 146 / * * * property to track which testrun	a result is part of	.
http://www.bulletin.uwaterloo.ca/1999/mar/30tu.html	Spelling women with	an E is part of	the Judeo-Christian cultural baggage that assumes Eve was created from and for Adam .
http://ctj.org/ctjinthenews/2012/10/reuters_romney_floats_tax_deductions_cap_idea_resembling_one_from_obama.php	FISCAL DEBATE PROMINENT The notion of	a cap is part of	the federal finances debate dominating the campaigns ahead of the Nov 6 elections for president and Congress .
http://petite.about.com/od/styleguide/ss/Choose-Your-Best-Skirt-Length.htm	Young women who have slender legs might wear a micro-mini skirt to a club perhaps , and celebrities may wear micro-mini skirts too , although most often	a micro-mini is part of	a costume as pictured above .
http://ishmail.sourceforge.net/Users-Guide/wmbqgMBPQJ9X3cS.html	If	a comma is part of	the comment text , the comment text must be enclosed in parenthesis .
http://ishmail.sourceforge.net/Users-Guide/wmbqgMBPQJ9X3cS.html	If	a comma is part of	the comment text of an address , the comment text must be enclosed in parenthesis .
http://simple-living-in-suffolk.co.uk/2012/07/04		A bonus is part of	their pay , indeed shifting the balance from basic pay to bonuses is a way for the Firm to pay less ( it was n't pensionable ) and keep open an option of paying less in future ( it was n't consolidated ) .
http://customs.hmrc.gov.uk/channelsPortalWebApp/channelsPortalWebApp.portal?_nfpb=true%26_pageLabel=pageLibrary_ShowContent%26id=HMCE_CL_000130%26propertyType=document	Where	an exporter is part of	a VAT group registration , purchases between VAT group members are not normally chargeable with VAT .
http://www.thisisbristol.co.uk/Leroy-Rosenior-column-super-stadium-help-avoid/story-14018714-detail/story.html		A stadium is part of	a club 's identity and history ( tempted to make a dig at rovers here ) and I think it is important not to try to steamroller that for the sake of profit .
http://ndpr.nd.edu/news/23027-peirce-s-theory-of-signs	' The crux of the matter ' , says Short , is that	a response is part of	a purposeful course of behavior and , as such , must take place on a basis that justifies it relative to its purpose .
http://www.weldricks.co.uk/index.php?option=com_nhs%26id=797%26Itemid=70		A period is part of	a woman 's menstrual cycle .
http://docs.webplatform.org/wiki/concepts/accessibility/accessibility_testing	Where	a resource is part of	a series of resources presenting a process ( eg product discovery , selection , checkout , and purchase confirmation for an online store ) , the conformance level for all resources in the series is that of the resource with the lowest level .
http://www.anvilfire.com/FAQs/archives/g022012c-752.htm		A radius is part of	a circle .
http://www.soyouwanna.com/soyouwanna-recognize-poem-see-it-1615.html	The length of each line of	a poem is part of	its composition .
http://kcur.org/term/government?page=6	President Barack Obama 's call to increase the nation 's minimum wage to $ 10.10	an hour is part of	his broader focus on attacking income inequality .
http://webphysics.davidson.edu/Course_Material/Py200/py200.htm	Learning to design a good user interface that communicates	an idea is part of	this course .
http://albalagh.net/letters/lang2.shtml	Even if	an answer is part of	the Sunnah of Islam there will be no explanation or contextualisation .
http://www.umanitoba.ca/outreach/cm/vol10/no1/aguidetocanadianchildrensbooks.html	( One small error noticed is that Rhian Brynjolson does not live in Regina but in Winnipeg . ) A special feature is that , when	a book is part of	a series , all the titles in the series are listed which makes this an excellent resource .
http://enews.tufts.edu/stories/549/2005/01/27/TheSpiritOfTheTruth	" Workingtogether as	a team is part of	the Artist Proof philosophy .
http://doa.alaska.gov/apoc/Advisory/a00807.html	We noted that if	an action is part of	an official 's usual and customary duties , like answering constituent inquiries or responding to questions at a press conference , " the presumption is that the action is primarily intended to satisfy the official 's duties to the public and not to influence the outcome of the election .
http://freemasonry.bcy.ca/texts/taxil_confessed.html		A widow was part of	the story , the reverend father let me promise that , in an indirect and indeed most ingenious way , I would bestow a rent on my victim 's widow ...
http://www.red-sweater.com/blog/515/disabled-menus-are-usable	I 'm not sure if Joel 's been thinking this one through , but after all - a blog is a brain dump half the time - and thinking out	a concept is part of	the worth .
http://blogdenovo.org/archives/7049.html	Nonetheless , that administrators reasonably had disruption as	a concern is part of	the rationale behind giving administrators discretion in the first place : " Prohibiting children from wearing to school clothing that contains ' inappropriate ' words or slogans places appropriately broad limits on the school authorities ' exercise of discretion to maintain a proper atmosphere .
http://csiforum.chataboutsoftware.com/?f=72%26m=9844	I ca n't find any documentation about how this information is stored , and if	a timestamp is part of	the encoding .
http://www.thinkinganglicans.org.uk/archives/005646.html	I suspect that making	a statement is part of	the reason for many Muslim women wearing hijab .
http://archive.scottish.parliament.uk/s3/committees/ellc/or-11/ed11-0202.htm	I believe that taking accurate , useful notes and recordings about	a person is part of	the care package .
http://www.neboagency.com/blog/seven-things-that-2012-taught-us	In this fast paced , stressful industry , celebrating as	a team is part of	the glue that holds us together and helps make our agency more than an agency .
http://inform7.com/learn/man/ex74.html		A screen is part of	the radar .
http://infosthetics.com/archives/2009/02/information_aesthetics_showcase_at_siggraph_2009.html	SIGGRAPH as	an organization is part of	the Association for Computing Machinery , and is dedicated to Computer Graphics and Interactive Techniques .
http://www.positiveatheism.org/hist/athval3b.htm	To hold this kind of freedom as	an ideal is part of	nationalism .
http://www.everyculture.com/No-Sa/The-Philippines.html	i have learn	a lot being part of	a filipino since i am truly proud from where i came from ... it made me strong enough and fight from my own land ...
http://ect.bell-labs.com/who/pfps/classic/papers/NeoGuide/node3.html		A concept is part of	a knowledge base , and its description must not use concepts , roles , or individuals from other knowledge bases .
http://www.webpages.uidaho.edu/mickelsen/texts/McTaggart/McTaggart%20Ch%20III.htm	For if	a thing is part of	a whole it must stand in some relation to the other parts .
http://www.engageonline.org.uk/blog/article.php?id=1468	We learn now that such	an accusation is part of	a common plan and a secret plan .
http://www.getty.edu/research/tools/vocabularies/cona/faq.html	If your institution collects primarily works of visual art , and	a film is part of	your collection , then the film would most likely be within scope of CONA .
http://www.democracynow.org/2006/5/2/over_1_5_million_march_for	And we can look back and see that using	a boycott is part of	the American tradition , from the Boston Tea Party to Rosa Parks , Dr .
http://www.celebitchy.com/338593/britney_spears_i_would_really_like_to_have_another_baby_a_girl_like_a_mini-me	I 'm sure her birth control is monitored in the same way that everything else is , and I do n't think	a baby is part of	the plan .
http://www.celebitchy.com/338593/britney_spears_i_would_really_like_to_have_another_baby_a_girl_like_a_mini-me	I think she missed out on a lot when she was young , due to a broken home , poverty , being in show biz , and she 's always seemed to crave normalcy and I think wanting to have	a girl is part of	that somehow .
http://dailythunder.com/2013/11/wednesday-bolts-11-27-13	" Both KD and Nike lead designer Leo Chang told us back in KICKS 16 that the intricate craftsmanship of	a wristwatch was part of	the inspiration for the shoe 's design .
http://blogs.walkerart.org/ecp/author/amara	PG : I do n't think	a school is part of	an art practice , I think that 's where the confusion is .
http://funkphysics.co.uk/category/uncategorized/page/17	Finding	a tutor is part of	being a good home school teacher , because there is a good possibility that you wo n't be able to teach each subject .
http://www.perfectentertaining.com/articles.html	You may not think that techniques such as deglazing a pan , developing a dish , or coddling	an egg are part of	your daily cooking routine , but you may be surprised .
http://mattwelch.com/old/2001_11_18_archive.html	The longer that	a theory is part of	that base , the more highly it is trusted .
http://nelly.dmu.ac.uk/4dd//synd2d.html	Elements represented by	a square are part of	the electronic ' notebook ' recording process .
http://www.homesandproperty.co.uk/property_news/smart_moves_and_new_homes/londonsoldeststreets.html	Ten flats have been squeezed on to a pint-size plot at Great Turnstile , a passageway off Lincoln 's Inn Fields , while five new flats and	a penthouse are part of	a big property scheme backing on to Lincoln 's Inn Fields by developer Hines .
http://www.sgi.com/tech/stl/drdobbs-interview.html	It was commonly assumed that the complexity of	an operation is part of	implementation and that abstraction ignores complexity .
http://www.onlineclarity.co.uk/friends/archive/index.php/t-11083.html	If	a cross is part of	your awareness , then there must be a greater and more transcendent reason for that ...
http://www.indymedia.org.uk/en/2005/07/315901.html	"	A march is part of	a movement , " she said , " and helps the movement because people feel uplifted and hopeful at the scale of the protests .
http://www.walkermorris.co.uk/business-insights/auditor-liability-limitation-agreements-%E2%80%93-frc-and-isc-guidance	Where	a company is part of	a group , each group company must seek shareholder approval before it can enter into a LLA .
http://www.berksfhs.org.uk/journal/Mar2001/mar2001ABluffersGuide.htm		A volume is part of	the family history , bound separately , to make it more manageable for reading and distributing .
http://www.copyblogger.com/bad-habit-productivity	Our habits are part of who we are as people , just like being	an entrepreneur is part of	who we are .
http://reclaimdemocracy.org/santa_clara_vs_southern_pacific	As much so as the railing of a bridge is a part of the bridge , or the framework of	a tunnel is part of	the tunnel ..
http://www.exodus.co.uk/holidays/aoh/reviews?rvshow=1200235657	It really was an amazing experience - you can not guarantee what you will see BUT even the smallest bug creates excitement when seen in its natural habitat ( and donating blood to	a leech is part of	the souvenir process ) !
http://www.futureofmankind.co.uk/Billy_Meier/The_Talmud_of_Jmmanuel_-_Creation	" Since the spirit in	a person is part of	Creation , it is one with Creation ; consequently it is not two .
http://www.ibfx.com/Education/All-About-Fair-Trade	If	a nation is part of	the WTO , they must adhere to the five principles of the organization : non-discrimination , safety valves , binding and enforceable commitments , reciprocity , and transparency .
http://www.samizdat.qc.ca//vc/sexe/c_facts_rr.htm	Small wonder when one considers that having dozens of sexual partners in a weekend and hundreds or more over	a lifetime is part of	it for a large number of gay men ( Journal of Sex Research 34 1997 ) .
http://webspace.webring.com/people/rl/lrmidi/AsmHScmts.html	1 - Unless a person with	a disability is part of	a group , he / she is unlikely to find affordable health coverage in the private market -- and may not be able to get it at any price .
http://www.ai.org/judiciary/opinions/archive/10190401.ewn.html	And some courts have subsequently concluded that an airline 's decision to deny boarding to	a passenger is part of	its service in this context and have , therefore , held that those passengers ' suits are preempted .
http://www.chapmancentral.co.uk/wiki/Martlew_Debate	Speaking personally , wearing	a helmet is part of	a total risk reduction strategy , rather than a pretext for taking extra risks .
http://ivn.us/2012/08/22/nine-mosques-attacked-in-string-of-violence-vandalism/?utm_source=ivn%26utm_medium=listing_tag%26utm_campaign=opt-beta-v-1-0	Now a small attack by	a copycat is part of	a larger pattern , and gets catapulted into national attention .
http://goldsea.com/Poll/Novels/novels_20429.html	Your insistence in not seeing this as	an issue is part of	the problem .
http://www.bbc.co.uk/blogs/theoneshow/onepassions/2009/04/to-tie-or-not-to-tie.html	I like to feel smart and wearing	a tie is part of	that , it also allows me to show a bit of personality and add a bit of colour into my clothing .
http://html5doctor.com/the-hgroup-hokey-cokey		A subtitle is part of	a title .
http://www.cis.yale.edu/ynhti/curriculum/units/2010/1/10.01.05.x.html	This reconceptualization of the voter as a consumer rather than	a soldier was part of	the effort of parties to maintain control over " ... 11 Ultimately , the Kennedy campaign introduced a strong performance aspect that television only enhanced of the man who became a product for the people .
http://www.actuaries.org.uk/research-and-resources/pages/general-insurance-convention-1992	Section 2 considers " What Is a Captive " and concludes that	a captive is part of	the overall risk management process by being the special purpose financial vehicle to provide the funding and risk servicing mechanism for the risk management process .
http://www.mustrad.org.uk/reviews/e_rennie.htm	Now , instead of saying that such and such	a singer was part of	the circle of , say , Harry Cox or Pop Maynard , we could say that so and so had been influenced by Martin Carthy , Nic Jones , Steeleye Span , or whoever .
